trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
97,True,"{'a': 0, 'e': 0}",35,17,31.41660578467905,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",20,6,22.035359566886395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",25,12,25.548500913632537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",35,7,52.851305367963896,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0, 'e': 0}",30,16,30.51195307434095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0, 'e': 0}",25,18,15.035334544804435,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'a': 0, 'e': 0}",25,6,28.290345620043077,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,True,"{'a': 0, 'e': 0}",30,21,18.336221051438113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'a': 0, 'e': 0}",30,19,19.424989092483504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'a': 0, 'e': 0}",20,13,14.88283749993052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'a': 0, 'e': 0}",25,14,18.731241092416017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'a': 0, 'e': 0}",20,0,34.71908857586898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
109,True,"{'a': 0, 'e': 0}",25,15,18.35314525323424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'a': 0, 'e': 0}",20,15,0.3931268796242333,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,True,"{'a': 0, 'e': 0}",20,16,8.23762077122085,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,True,"{'a': 0, 'e': 0}",25,11,28.10947997382705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'a': 0, 'e': 0}",20,6,29.853130742550846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'a': 0, 'e': 0}",30,13,33.375443896022965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'a': 0, 'e': 0}",20,11,20.464466203018368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'a': 0, 'e': 0}",35,19,29.72215766485589,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'a': 0, 'e': 0}",25,14,12.154124505009712,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,True,"{'a': 0, 'e': 0}",30,18,22.941689651000516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'a': 0, 'e': 0}",20,16,8.532963498300964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'a': 0, 'e': 0}",25,15,20.856652417189228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'a': 0, 'e': 0}",25,15,15.716813442135038,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'a': 0, 'e': 0}",20,13,16.22507784419313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'a': 0, 'e': 0}",30,22,14.395530297284829,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'a': 0, 'e': 0}",30,12,24.25837096576553,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,True,"{'a': 0, 'e': 0}",30,21,20.127771707187698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'a': 0, 'e': 0}",30,14,29.23407491159176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'a': 0, 'e': 0}",20,13,13.183470703326202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'a': 0, 'e': 0}",30,22,15.29931188505044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'a': 0, 'e': 0}",25,20,9.049806174925845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,True,"{'a': 0, 'e': 0}",25,17,11.205800224318299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'a': 0, 'e': 0}",20,10,19.876050484045063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'a': 0, 'e': 0}",25,0,29.784256968935,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
133,True,"{'a': 0, 'e': 0}",25,7,31.19087893052757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,True,"{'a': 0, 'e': 0}",20,12,14.071507042684296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'a': 0, 'e': 0}",20,14,12.3135630345315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0, 'e': 0}",20,15,8.3564669519298,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,True,"{'a': 0, 'e': 0}",20,0,29.64766672102507,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
138,True,"{'a': 0, 'e': 0}",25,3,36.38011956764571,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'a': 0, 'e': 0}",20,8,18.64335535991395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'a': 0, 'e': 0}",25,18,12.251896445164958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'a': 0, 'e': 0}",25,17,13.893945799669613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'a': 0, 'e': 0}",20,5,22.61831481973715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,True,"{'a': 0, 'e': 0}",20,0,26.915201736538936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'a': 0, 'e': 0}",20,14,11.106284394814267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'a': 0, 'e': 0}",20,0,18.129555408797128,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
146,True,"{'a': 0, 'e': 0}",30,10,37.3063882172884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'a': 0, 'e': 0}",20,14,10.523791845557229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'a': 0, 'e': 0}",25,6,23.534888378543176,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,True,"{'a': 0, 'e': 0}",25,11,22.406133036827644,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,True,"{'a': 0, 'e': 0}",20,3,31.492697793169157,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
